Ranger Serial Number:,,,,,,,,
UTC time,Local time,LocationID,PM1 (ug/m3),PM2.5 (ug/m3),PMrsp (ug/m3),PM10 (ug/m3),TSP (ug/m3),Status(f:fail a:aging w:warming-up z:zerocal c:spancal)
3/12/2024 8:03,3/12/2024 19:03,15,28.9,115.1,314,928.9,1407.5,
3/12/2024 8:04,3/12/2024 19:04,15,28.2,113.5,312.2,944.1,1436,
3/12/2024 8:05,3/12/2024 19:05,15,27.8,111.6,305.3,914.3,1388.3,
3/12/2024 8:06,3/12/2024 19:06,15,26.7,108.4,292.5,877.1,1332.1,
3/12/2024 8:07,3/12/2024 19:07,15,25.8,105.1,283,842.7,1278.3,
3/12/2024 8:08,3/12/2024 19:08,15,25.1,100.9,272,804.1,1218.3,
3/12/2024 8:09,3/12/2024 19:09,15,24.6,98,264.1,787.5,1194.9,
3/12/2024 8:10,3/12/2024 19:10,15,23.8,97.3,263.7,798.6,1215,
3/12/2024 8:11,3/12/2024 19:11,15,25.2,101.5,277.6,832,1263.4,
3/12/2024 8:12,3/12/2024 19:12,15,37.8,140.1,362.1,981.5,1463.3,
3/12/2024 8:13,3/12/2024 19:13,15,57.4,235.7,653.7,1571,2283.2,
3/12/2024 8:14,3/12/2024 19:14,15,52.9,241.9,903.2,2293.4,3372.5,
3/12/2024 8:15,3/12/2024 19:15,15,45.5,166.6,980.8,2850.6,4303,
3/12/2024 8:16,3/12/2024 19:16,15,41,120.7,926.6,3149.1,4877.6,
3/12/2024 8:17,3/12/2024 19:17,15,39,115.2,859.5,3268.5,5143.7,
3/12/2024 8:18,3/12/2024 19:18,15,37.7,112.1,813.7,3343.9,5314.5,
3/12/2024 8:19,3/12/2024 19:19,15,36.9,108.5,759.7,3393.5,5445.8,
3/12/2024 8:20,3/12/2024 19:20,15,36.6,106.9,742.3,3415.7,5499.1,
3/12/2024 8:21,3/12/2024 19:21,15,36.5,107.1,745.9,3421.2,5506,
3/12/2024 8:22,3/12/2024 19:22,15,36.7,108.3,751.5,3416.2,5492.7,
3/12/2024 8:23,3/12/2024 19:23,15,37.3,109.9,771.9,3403,5453,
3/12/2024 8:24,3/12/2024 19:24,15,37.9,111.9,802.7,3377.9,5383.8,
3/12/2024 8:25,3/12/2024 19:25,15,38.1,112.5,817.8,3370.1,5358,
3/12/2024 8:26,3/12/2024 19:26,15,38.7,114.6,839.7,3351,5306.4,
3/12/2024 8:27,3/12/2024 19:27,15,39.2,116.2,871.8,3328.2,5240.4,
3/12/2024 8:28,3/12/2024 19:28,15,39.9,118.2,903.5,3305.6,5174.8,
3/12/2024 8:29,3/12/2024 19:29,15,40.7,120.7,934.9,3272.1,5090.1,
3/12/2024 8:30,3/12/2024 19:30,15,41.4,123.5,966,3232,4994,
3/12/2024 8:31,3/12/2024 19:31,15,42.7,126.7,1005.1,3191.6,4891,
3/12/2024 8:32,3/12/2024 19:32,15,43.3,129.9,1043.2,3144.8,4777.3,
3/12/2024 8:33,3/12/2024 19:33,15,44.8,134.3,1077.9,3095.8,4662.5,
3/12/2024 8:34,3/12/2024 19:34,15,46,148.8,1101.5,3042.1,4548.2,
3/12/2024 8:35,3/12/2024 19:35,15,46.7,163.6,1111.7,2984,4436.7,
3/12/2024 8:36,3/12/2024 19:36,15,47.4,176.5,1118.7,2933.1,4340.6,
3/12/2024 8:37,3/12/2024 19:37,15,48.1,188.9,1127.3,2877.8,4235.2,
3/12/2024 8:38,3/12/2024 19:38,15,49.5,209.4,1136.7,2808.7,4105,
3/12/2024 8:39,3/12/2024 19:39,15,50.7,221.8,1137,2748.1,3996.9,
3/12/2024 8:40,3/12/2024 19:40,15,52,236.2,1140.7,2688.8,3888.5,
3/12/2024 8:41,3/12/2024 19:41,15,52.5,248.2,1138.3,2628.1,3782.4,
3/12/2024 8:42,3/12/2024 19:42,15,54,259.7,1133.2,2563.6,3671.6,
3/12/2024 8:43,3/12/2024 19:43,15,55,273,1129.2,2495.3,3553.1,
3/12/2024 8:44,3/12/2024 19:44,15,55.9,284.5,1123,2436,3452.4,
3/12/2024 8:45,3/12/2024 19:45,15,57.1,296.8,1114.4,2365.1,3333.1,
3/12/2024 8:46,3/12/2024 19:46,15,58.4,308.7,1104.3,2297.2,3220.3,
3/12/2024 8:47,3/12/2024 19:47,15,59.9,315,1090.8,2225,3102.5,
3/12/2024 8:48,3/12/2024 19:48,15,61.5,324.7,1075.3,2155,2990,
3/12/2024 8:49,3/12/2024 19:49,15,62.3,329.5,1059.8,2092.2,2890.6,
3/12/2024 8:50,3/12/2024 19:50,15,63,324.2,1037,2054.4,2841.3,
3/12/2024 8:51,3/12/2024 19:51,15,65.4,340.9,1026.8,1968.8,2697.1,
3/12/2024 8:52,3/12/2024 19:52,15,67.3,345.6,1006.9,1896.7,2584.3,
3/12/2024 8:53,3/12/2024 19:53,15,68.7,350.8,991,1822.3,2464.6,
3/12/2024 8:54,3/12/2024 19:54,15,69.3,347.1,958.1,1753,2367.1,
3/12/2024 8:55,3/12/2024 19:55,15,70.9,350.8,935.3,1688.7,2270.7,
3/12/2024 8:56,3/12/2024 19:56,15,72.1,350.4,909,1619.9,2169,
3/12/2024 8:57,3/12/2024 19:57,15,72.7,347.9,888.2,1563,2084.1,
3/12/2024 8:58,3/12/2024 19:58,15,74.3,347.1,861.3,1496.1,1986.1,
3/12/2024 8:59,3/12/2024 19:59,15,75.8,346.4,833.5,1433.2,1896.1,
3/12/2024 9:00,3/12/2024 20:00,15,76,339.1,808.8,1376.4,1814.5,
3/12/2024 9:01,3/12/2024 20:01,15,77.3,335.8,778.8,1314.4,1727.9,
3/12/2024 9:02,3/12/2024 20:02,15,77.6,328.8,756.1,1265.9,1659.3,
3/12/2024 9:03,3/12/2024 20:03,15,78.2,322.9,724.5,1207.9,1580.9,
3/12/2024 9:04,3/12/2024 20:04,15,78.4,318.7,699.2,1152.4,1502.2,
3/12/2024 9:05,3/12/2024 20:05,15,78.8,308.5,667.1,1094.4,1424.2,
3/12/2024 9:06,3/12/2024 20:06,15,78.6,300.7,636.3,1035.2,1343,
3/12/2024 9:07,3/12/2024 20:07,15,78.7,292.5,612.6,988.4,1278.4,
3/12/2024 9:08,3/12/2024 20:08,15,78.7,284.5,586.5,943.7,1219.3,
3/12/2024 9:09,3/12/2024 20:09,15,78,276.2,564.5,910.3,1177.2,
3/12/2024 9:10,3/12/2024 20:10,15,76.6,268.3,550.7,910.1,1187.6,
3/12/2024 9:11,3/12/2024 20:11,15,72.6,253.7,536.1,968,1302.4,
3/12/2024 9:12,3/12/2024 20:12,15,69.5,241.9,520.2,998.5,1369.1,
3/12/2024 9:13,3/12/2024 20:13,15,70.7,238.9,501.7,925.2,1253.2,
3/12/2024 9:14,3/12/2024 20:14,15,69.1,235.7,493.7,925.7,1260.5,
3/12/2024 9:15,3/12/2024 20:15,15,69.9,233.2,481.1,874.1,1178.4,
3/12/2024 9:16,3/12/2024 20:16,15,69.9,225,453.9,790.6,1051.2,
3/12/2024 9:17,3/12/2024 20:17,15,69.7,218.6,430,728.7,959.7,
3/12/2024 9:18,3/12/2024 20:18,15,68.8,210.9,409.4,681.7,892.2,
3/12/2024 9:19,3/12/2024 20:19,15,67.7,205.4,392.5,641.3,833.6,
3/12/2024 9:20,3/12/2024 20:20,15,66.4,196.5,370,605.5,787.5,
3/12/2024 9:21,3/12/2024 20:21,15,65.5,191.4,360.5,584.7,758,
3/12/2024 9:22,3/12/2024 20:22,15,64.7,185.5,346.8,561.5,727.3,
3/12/2024 9:23,3/12/2024 20:23,15,63.6,180.4,334.1,540.8,700.6,
3/12/2024 9:24,3/12/2024 20:24,15,62.1,176.5,326.6,529.4,686.1,
3/12/2024 9:25,3/12/2024 20:25,15,59,173.2,336.4,608.4,819.2,
3/12/2024 9:26,3/12/2024 20:26,15,58.5,170.1,329.9,610,827.2,
3/12/2024 9:27,3/12/2024 20:27,15,58.4,167.7,321.8,567.6,757.9,
3/12/2024 9:28,3/12/2024 20:28,15,58,164.6,312.4,540.7,717.4,
3/12/2024 9:29,3/12/2024 20:29,15,51.2,174.3,406.1,990.9,1445.5,
3/12/2024 9:30,3/12/2024 20:30,15,45.1,179.7,512.6,1487.1,2245.3,
3/12/2024 9:31,3/12/2024 20:31,15,47.3,184.3,495.9,1322.2,1964.6,
3/12/2024 9:32,3/12/2024 20:32,15,49.2,184.8,473.6,1191.7,1749.8,
3/12/2024 9:33,3/12/2024 20:33,15,51,184,450.1,1052.5,1520.3,
3/12/2024 9:34,3/12/2024 20:34,15,51.7,181.4,423.5,940.2,1341.4,
3/12/2024 9:35,3/12/2024 20:35,15,52,179,405.3,864.6,1221.1,
3/12/2024 9:36,3/12/2024 20:36,15,52.1,175.9,392.1,812.4,1138.4,
3/12/2024 9:37,3/12/2024 20:37,15,52.4,173.5,375.3,756.9,1052.8,
3/12/2024 9:38,3/12/2024 20:38,15,50.8,170.4,373.5,769.4,1076.6,
3/12/2024 9:39,3/12/2024 20:39,15,49.5,170,385.6,860.6,1229.4,
3/12/2024 9:40,3/12/2024 20:40,15,49.5,167.4,381.5,816.3,1153.8,
3/12/2024 9:41,3/12/2024 20:41,15,49.8,175.3,408.2,887.4,1259.4,
3/12/2024 9:42,3/12/2024 20:42,15,46.5,184.5,495.8,1284.8,1898.2,
3/12/2024 9:43,3/12/2024 20:43,15,42,181.5,573.2,1687.8,2554.7,
3/12/2024 9:44,3/12/2024 20:44,15,46.5,198.9,572.2,1447.7,2127.9,
3/12/2024 9:45,3/12/2024 20:45,15,48.8,207,572.6,1349,1951.8,
3/12/2024 9:46,3/12/2024 20:46,15,49.2,206,551.4,1253.3,1798,
3/12/2024 9:47,3/12/2024 20:47,15,49.5,201.1,518.6,1139.4,1621.1,
3/12/2024 9:48,3/12/2024 20:48,15,49.8,196.2,489.7,1052,1488.1,
3/12/2024 9:49,3/12/2024 20:49,15,49.4,191.1,466.6,984.5,1386.2,
3/12/2024 9:50,3/12/2024 20:50,15,49.8,188.4,450.5,930.7,1303.1,
3/12/2024 9:51,3/12/2024 20:51,15,48.9,181.7,430.2,878.5,1226.1,
3/12/2024 9:52,3/12/2024 20:52,15,49,177.3,411.9,828.7,1151.9,
3/12/2024 9:53,3/12/2024 20:53,15,48.3,172.6,396.4,796.3,1106.3,
3/12/2024 9:54,3/12/2024 20:54,15,48.1,177.8,415.2,850,1187.1,
3/12/2024 9:55,3/12/2024 20:55,15,48.2,176.1,410,831.6,1158.4,
3/12/2024 9:56,3/12/2024 20:56,15,47.6,168.1,383,761.4,1054.7,
3/12/2024 9:57,3/12/2024 20:57,15,47.1,162,362.5,712,982.8,
3/12/2024 9:58,3/12/2024 20:58,15,46.5,157.2,346.1,672.6,925.7,
3/12/2024 9:59,3/12/2024 20:59,15,45.8,152.3,334.8,645.3,885.8,
3/12/2024 10:00,3/12/2024 21:00,15,44.9,146.8,321.7,618.7,848.9,
3/12/2024 10:01,3/12/2024 21:01,15,44.2,144.8,313,597.2,817.5,
3/12/2024 10:02,3/12/2024 21:02,15,44.3,142.2,303.6,575,785.3,
3/12/2024 10:03,3/12/2024 21:03,15,44,139.8,295.9,553.8,753.5,
3/12/2024 10:04,3/12/2024 21:04,15,42.6,133.9,287.6,547.9,749.6,
3/12/2024 10:05,3/12/2024 21:05,15,39.3,125.3,278.3,688.8,1008,
3/12/2024 10:06,3/12/2024 21:06,15,42.5,131.9,277.8,564.9,787.6,
3/12/2024 10:07,3/12/2024 21:07,15,38.3,127.6,295.7,733.7,1074.1,
3/12/2024 10:08,3/12/2024 21:08,15,35.9,137.9,377.3,1150.5,1752.3,
3/12/2024 10:09,3/12/2024 21:09,15,37.9,139.2,359.1,1009.4,1515.4,
3/12/2024 10:10,3/12/2024 21:10,15,38.9,133.7,312.2,765.4,1117.7,
3/12/2024 10:11,3/12/2024 21:11,15,38.6,125.3,278.8,633.9,909.8,
3/12/2024 10:12,3/12/2024 21:12,15,38.3,123.6,273.8,622.7,893.7,
3/12/2024 10:13,3/12/2024 21:13,15,31.7,107.1,279,992.2,1548,
3/12/2024 10:14,3/12/2024 21:14,15,30.6,108.5,331.6,1329.7,2107.6,
3/12/2024 10:15,3/12/2024 21:15,15,26.4,80.4,476.3,2509.7,4095.4,
3/12/2024 10:16,3/12/2024 21:16,15,32.2,127,486.9,1909.4,3017.7,
3/12/2024 10:17,3/12/2024 21:17,15,35.6,141.4,405,1268.4,1940.5,
3/12/2024 10:18,3/12/2024 21:18,15,35.7,134.8,354.9,1022,1541.1,
3/12/2024 10:19,3/12/2024 21:19,15,36.3,129.8,320.6,850.4,1262.5,
3/12/2024 10:20,3/12/2024 21:20,15,36.1,122,285,687.1,999.5,
3/12/2024 10:21,3/12/2024 21:21,15,36.3,117.6,261.7,581.1,829.2,
3/12/2024 10:22,3/12/2024 21:22,15,36.1,112.9,241.5,511.4,720.9,
3/12/2024 10:23,3/12/2024 21:23,15,35.2,107,225.7,464.6,649.9,
3/12/2024 10:24,3/12/2024 21:24,15,35.1,106.9,225.2,453.1,629.8,
3/12/2024 10:25,3/12/2024 21:25,15,37.1,128.3,292.1,607.2,851.6,
3/12/2024 10:26,3/12/2024 21:26,15,38.9,140.1,328.4,694.5,978.4,
3/12/2024 10:27,3/12/2024 21:27,15,37.9,132,301.9,625.7,876.9,
3/12/2024 10:28,3/12/2024 21:28,15,35.3,120.4,273.4,596.8,847.9,
3/12/2024 10:29,3/12/2024 21:29,15,31,107,276,900.2,1386.4,
3/12/2024 10:30,3/12/2024 21:30,15,31.2,113.1,309,1035.2,1600.8,
3/12/2024 10:31,3/12/2024 21:31,15,26,89,446.1,2225.3,3612.6,
3/12/2024 10:32,3/12/2024 21:32,15,29.9,118.4,469.1,1939.7,3085.8,
3/12/2024 10:33,3/12/2024 21:33,15,33.1,132.9,414.4,1441.6,2241.7,
3/12/2024 10:34,3/12/2024 21:34,15,32.4,126.2,373,1297.4,2017.4,
3/12/2024 10:35,3/12/2024 21:35,15,25.1,80.7,427.8,2322.5,3800.3,
3/12/2024 10:36,3/12/2024 21:36,15,29.3,107.2,506.3,2305.2,3707.5,
3/12/2024 10:37,3/12/2024 21:37,15,33.9,130.7,497,1870.9,2941,
3/12/2024 10:38,3/12/2024 21:38,15,42,166.1,500.7,1516.3,2306.6,
3/12/2024 10:39,3/12/2024 21:39,15,43.3,170.5,509.6,1567.3,2390.4,
3/12/2024 10:40,3/12/2024 21:40,15,42.4,165.1,491,1525.2,2330.2,
3/12/2024 10:41,3/12/2024 21:41,15,36.4,135.5,546.6,2046,3213.8,
3/12/2024 10:42,3/12/2024 21:42,15,29.4,90.1,561.1,2674.2,4321.4,
3/12/2024 10:43,3/12/2024 21:43,15,25.1,72,464.6,2856.8,4723.4,
3/12/2024 10:44,3/12/2024 21:44,15,27.7,81.6,527.7,2725.3,4439,
3/12/2024 10:45,3/12/2024 21:45,15,34.6,137.9,576.3,2148.9,3373.6,
3/12/2024 10:46,3/12/2024 21:46,15,39.8,167.7,540.9,1664.5,2538.9,
3/12/2024 10:47,3/12/2024 21:47,15,42.9,177.8,506.5,1394.1,2084.2,
3/12/2024 10:48,3/12/2024 21:48,15,44.9,178.4,472.5,1204.4,1773.3,
3/12/2024 10:49,3/12/2024 21:49,15,44.9,168.6,425.9,1025.7,1491.7,
3/12/2024 10:50,3/12/2024 21:50,15,43.6,159.6,385.8,896.1,1292.5,
3/12/2024 10:51,3/12/2024 21:51,15,43,152.4,357.3,793.5,1132.1,
3/12/2024 10:52,3/12/2024 21:52,15,42.6,143.7,327.5,703.8,995.8,
3/12/2024 10:53,3/12/2024 21:53,15,42.4,140,309.2,643,902,
3/12/2024 10:54,3/12/2024 21:54,15,41.6,132,286.5,582,811.2,
3/12/2024 10:55,3/12/2024 21:55,15,41.6,128.7,275.9,547,757.2,
3/12/2024 10:56,3/12/2024 21:56,15,41.6,128.2,276.5,589.4,832.2,
3/12/2024 10:57,3/12/2024 21:57,15,36.1,115.5,277.4,820.5,1243.4,
3/12/2024 10:58,3/12/2024 21:58,15,33.1,111.4,292.5,1019.3,1585.7,
3/12/2024 10:59,3/12/2024 21:59,15,36.7,123.2,298.2,867.7,1311,
3/12/2024 11:00,3/12/2024 22:00,15,36.6,126.4,304.2,798.6,1183.1,
3/12/2024 11:01,3/12/2024 22:01,15,40.1,145.2,354.9,866.4,1263.8,
3/12/2024 11:02,3/12/2024 22:02,15,44.2,166.5,412.1,925.5,1324,
3/12/2024 11:03,3/12/2024 22:03,15,45.5,178.1,448.5,996.3,1421.4,
3/12/2024 11:04,3/12/2024 22:04,15,45.8,177.2,448.7,1003.5,1434.1,
3/12/2024 11:05,3/12/2024 22:05,15,45.5,174,428.2,940.2,1337.6,
3/12/2024 11:06,3/12/2024 22:06,15,45.1,169.8,412.6,887.8,1256.4,
3/12/2024 11:07,3/12/2024 22:07,15,45.4,167.1,403.1,864.9,1223.2,
3/12/2024 11:08,3/12/2024 22:08,15,46.4,170.1,404,856.7,1207.9,
3/12/2024 11:09,3/12/2024 22:09,15,46.5,171.4,407.7,869.1,1227.1,
3/12/2024 11:10,3/12/2024 22:10,15,46.8,173,413.2,883,1247.5,
3/12/2024 11:11,3/12/2024 22:11,15,47.5,175.6,422.3,913.5,1294.7,
3/12/2024 11:12,3/12/2024 22:12,15,48.6,183.3,442.6,957.8,1357.5,
3/12/2024 11:13,3/12/2024 22:13,15,49.9,190.8,470.2,1038.5,1479.6,
3/12/2024 11:14,3/12/2024 22:14,15,50.1,196.6,508.6,1174.6,1691.6,
3/12/2024 11:15,3/12/2024 22:15,15,51.6,207.8,535.6,1224.8,1759.8,
3/12/2024 11:16,3/12/2024 22:16,15,51.4,214.1,579.1,1374.6,1992.4,
3/12/2024 11:17,3/12/2024 22:17,15,49.3,211.4,619,1575.4,2318.5,
3/12/2024 11:18,3/12/2024 22:18,15,50.4,214.1,608.7,1504.4,2200.2,
3/12/2024 11:19,3/12/2024 22:19,15,47.9,203.3,599.2,1569.9,2324.2,
3/12/2024 11:20,3/12/2024 22:20,15,50.2,211.9,607.9,1531.6,2249.2,
3/12/2024 11:21,3/12/2024 22:21,15,51.7,220,623.1,1522.2,2220.5,
3/12/2024 11:22,3/12/2024 22:22,15,49.3,213.5,631.9,1627.1,2400.4,
3/12/2024 11:23,3/12/2024 22:23,15,50.3,222.2,658.2,1662.1,2441.9,
3/12/2024 11:24,3/12/2024 22:24,15,50.9,226.5,681.6,1683.6,2461.7,
3/12/2024 11:25,3/12/2024 22:25,15,52,230.1,686.7,1670.1,2433.5,
3/12/2024 11:26,3/12/2024 22:26,15,52.8,234.3,691.6,1651.2,2396.1,
3/12/2024 11:27,3/12/2024 22:27,15,52.9,234.5,688,1623.4,2349.4,
3/12/2024 11:28,3/12/2024 22:28,15,53.9,237.9,680.8,1587,2290.2,
3/12/2024 11:29,3/12/2024 22:29,15,52.4,230.3,668.4,1579.7,2287.1,
3/12/2024 11:30,3/12/2024 22:30,15,53.3,230,662.5,1568.2,2271.3,
3/12/2024 11:31,3/12/2024 22:31,15,54.7,236.6,656.8,1506.4,2165.8,
3/12/2024 11:32,3/12/2024 22:32,15,53.7,233.5,658.9,1549.7,2241.1,
3/12/2024 11:33,3/12/2024 22:33,15,54.5,234.8,648.4,1496.6,2155,
3/12/2024 11:34,3/12/2024 22:34,15,53.7,228.7,633.1,1488.1,2151.8,
3/12/2024 11:35,3/12/2024 22:35,15,52,218.5,609.6,1508.9,2207.6,
3/12/2024 11:36,3/12/2024 22:36,15,52,216.2,602.4,1498.2,2194.1,
3/12/2024 11:37,3/12/2024 22:37,15,54.5,226,603.9,1395.1,2009.3,
3/12/2024 11:38,3/12/2024 22:38,15,55.6,231.9,608.6,1378.2,1975.4,
3/12/2024 11:39,3/12/2024 22:39,15,56.5,236.7,618.4,1361.7,1938.3,
3/12/2024 11:40,3/12/2024 22:40,15,57.1,237.9,619.8,1336.7,1892.7,
3/12/2024 11:41,3/12/2024 22:41,15,57.4,239.2,613.8,1312.2,1853.8,
3/12/2024 11:42,3/12/2024 22:42,15,58.1,238.7,612.1,1296.7,1827.4,
3/12/2024 11:43,3/12/2024 22:43,15,57.5,237.8,610.9,1288.3,1813.5,
3/12/2024 11:44,3/12/2024 22:44,15,55.8,232.3,602.8,1331,1896,
3/12/2024 11:45,3/12/2024 22:45,15,57.3,235.8,602.9,1299.1,1839,
3/12/2024 11:46,3/12/2024 22:46,15,57.6,235.9,606,1301.1,1840.1,
3/12/2024 11:47,3/12/2024 22:47,15,56.5,234.4,614,1360.5,1939.6,
3/12/2024 11:48,3/12/2024 22:48,15,53.3,217.9,594.2,1406.6,2037.3,
3/12/2024 11:49,3/12/2024 22:49,15,52,211.6,571.6,1400.9,2045.1,
3/12/2024 11:50,3/12/2024 22:50,15,50.7,206.5,562.6,1434.3,2111.8,
3/12/2024 11:51,3/12/2024 22:51,15,52.1,214.2,572.5,1390.8,2026.3,
3/12/2024 11:52,3/12/2024 22:52,15,55.1,228.4,598.4,1326.8,1892,
3/12/2024 11:53,3/12/2024 22:53,15,54.4,232.3,620.5,1393.5,1993.3,
3/12/2024 11:54,3/12/2024 22:54,15,53.9,236.5,652.5,1477.8,2118.1,
3/12/2024 11:55,3/12/2024 22:55,15,54.1,241.4,678.9,1532.5,2194.7,
3/12/2024 11:56,3/12/2024 22:56,15,54,244.5,694.1,1559.6,2230.9,
3/12/2024 11:57,3/12/2024 22:57,15,52.7,236.5,689.3,1580.9,2272.7,
3/12/2024 11:58,3/12/2024 22:58,15,52.3,238.4,704.1,1634.6,2356.7,
3/12/2024 11:59,3/12/2024 22:59,15,53.4,244.3,708.1,1611.6,2312.5,
3/12/2024 12:00,3/12/2024 23:00,15,50.6,229.9,707.6,1699.8,2469.9,
3/12/2024 12:01,3/12/2024 23:01,15,43.9,183.9,691,2014.2,3042.9,
3/12/2024 12:02,3/12/2024 23:02,15,49.2,217.3,678.5,1734.3,2554.4,
3/12/2024 12:03,3/12/2024 23:03,15,45.3,194.8,663.1,1888.2,2840.8,
3/12/2024 12:04,3/12/2024 23:04,15,48.7,212.7,660.2,1730.1,2561.4,
3/12/2024 12:05,3/12/2024 23:05,15,53.1,230.4,641.7,1505.7,2176.5,
3/12/2024 12:06,3/12/2024 23:06,15,54.2,230.4,639.8,1474,2121.5,
3/12/2024 12:07,3/12/2024 23:07,15,52.1,226.3,655.9,1560.9,2263.4,
3/12/2024 12:08,3/12/2024 23:08,15,49.4,218.3,676.4,1734.3,2556.2,
3/12/2024 12:09,3/12/2024 23:09,15,49.3,218.5,681.7,1760.8,2599.2,
3/12/2024 12:10,3/12/2024 23:10,15,48.4,216.7,691.3,1821.1,2698.9,
3/12/2024 12:11,3/12/2024 23:11,15,49,219.3,690.4,1776,2619.3,
3/12/2024 12:12,3/12/2024 23:12,15,52,230.9,685.6,1646.7,2392.9,
3/12/2024 12:13,3/12/2024 23:13,15,52.9,236.2,675.2,1565.6,2256.6,
3/12/2024 12:14,3/12/2024 23:14,15,53.5,235,656.7,1509.9,2172,
3/12/2024 12:15,3/12/2024 23:15,15,53.9,235.1,645.1,1451,2076.2,
3/12/2024 12:16,3/12/2024 23:16,15,54.3,230.1,622.2,1385.1,1976.9,
3/12/2024 12:17,3/12/2024 23:17,15,54.4,229.8,607.2,1329.2,1889.2,
3/12/2024 12:18,3/12/2024 23:18,15,54.4,225,587.1,1278.3,1814.5,
3/12/2024 12:19,3/12/2024 23:19,15,53.2,215.6,558.2,1236.5,1762.8,
3/12/2024 12:20,3/12/2024 23:20,15,53.8,216.8,546.5,1183.4,1677.4,
3/12/2024 12:21,3/12/2024 23:21,15,54.5,215.5,536.2,1134.7,1598.8,
3/12/2024 12:22,3/12/2024 23:22,15,52.1,208.1,539.1,1231.5,1769,
3/12/2024 12:23,3/12/2024 23:23,15,52.3,206.9,521.5,1159.9,1655.4,
3/12/2024 12:24,3/12/2024 23:24,15,52.1,200,499.2,1096.4,1559.8,
3/12/2024 12:25,3/12/2024 23:25,15,49.9,190.2,474.5,1100.8,1587.2,
3/12/2024 12:26,3/12/2024 23:26,15,48,183.4,461.3,1125.7,1641.9,
3/12/2024 12:27,3/12/2024 23:27,15,49.9,184.5,441.9,999.9,1433.2,
3/12/2024 12:28,3/12/2024 23:28,15,50,183.8,436.8,968.9,1382,
3/12/2024 12:29,3/12/2024 23:29,15,49.7,181.8,439.3,987.5,1413.1,
3/12/2024 12:30,3/12/2024 23:30,15,49.1,182.6,445,1014.3,1456.4,
3/12/2024 12:31,3/12/2024 23:31,15,50.7,188.4,447.3,977.6,1389.1,
3/12/2024 12:32,3/12/2024 23:32,15,50.6,190.8,458.3,984.4,1392.6,
3/12/2024 12:33,3/12/2024 23:33,15,50.4,193.2,477.9,1060.4,1512.5,
3/12/2024 12:34,3/12/2024 23:34,15,52,198.7,484.8,1038.6,1468.2,
3/12/2024 12:35,3/12/2024 23:35,15,51.5,199.2,493.4,1099.6,1570.1,
3/12/2024 12:36,3/12/2024 23:36,15,50.2,198.3,506.1,1160.1,1667.9,
3/12/2024 12:37,3/12/2024 23:37,15,51,200.6,500.2,1098.7,1563.1,
3/12/2024 12:38,3/12/2024 23:38,15,51.4,205.9,509,1092.7,1545.6,
3/12/2024 12:39,3/12/2024 23:39,15,52,208.8,518.6,1096.8,1545.2,
3/12/2024 12:40,3/12/2024 23:40,15,50.5,204,521,1146.4,1631.6,
3/12/2024 12:41,3/12/2024 23:41,15,50.1,201.4,513.2,1156.9,1656.5,
3/12/2024 12:42,3/12/2024 23:42,15,49.5,196.3,508.3,1186.1,1712.5,
3/12/2024 12:43,3/12/2024 23:43,15,50.3,200.5,502.2,1149.2,1651.5,
3/12/2024 12:44,3/12/2024 23:44,15,50.6,200.7,503.9,1139.7,1633.2,
3/12/2024 12:45,3/12/2024 23:45,15,51.1,201.3,507.1,1154.8,1657.6,
3/12/2024 12:46,3/12/2024 23:46,15,50.3,199.9,508.9,1185.2,1710.3,
3/12/2024 12:47,3/12/2024 23:47,15,51.8,201.4,500.6,1111.1,1584.9,
3/12/2024 12:48,3/12/2024 23:48,15,52.5,201.3,486.9,1049.5,1486.1,
3/12/2024 12:49,3/12/2024 23:49,15,52.8,199.9,486.6,1034.1,1458.7,
3/12/2024 12:50,3/12/2024 23:50,15,51.4,196.8,486.6,1096.7,1570.3,
3/12/2024 12:51,3/12/2024 23:51,15,50.3,200.6,516.5,1206.9,1743.1,
3/12/2024 12:52,3/12/2024 23:52,15,51.7,203.1,502,1128.6,1614.9,
3/12/2024 12:53,3/12/2024 23:53,15,49.3,197.6,523.6,1285.4,1877.2,
3/12/2024 12:54,3/12/2024 23:54,15,48.9,192.9,514.5,1287.5,1888.2,
3/12/2024 12:55,3/12/2024 23:55,15,48.2,190.2,500.1,1276.3,1879.5,
3/12/2024 12:56,3/12/2024 23:56,15,48.6,192.6,505.1,1268.3,1861.3,
3/12/2024 12:57,3/12/2024 23:57,15,50.5,202.9,523.8,1228.9,1776.4,
3/12/2024 12:58,3/12/2024 23:58,15,50.5,207.9,548.9,1299,1881.5,
3/12/2024 12:59,3/12/2024 23:59,15,48.5,205.4,579.2,1475,2171.1,
3/12/2024 13:00,3/13/2024 0:00,15,49.6,212.5,609.3,1525.2,2236.8,
3/12/2024 13:01,3/13/2024 0:01,15,50.2,218.3,633.7,1544.2,2251.3,
3/12/2024 13:02,3/13/2024 0:02,15,48.8,213.3,642.6,1610.6,2362.3,
3/12/2024 13:03,3/13/2024 0:03,15,50,221.5,664.5,1637.4,2392.9,
3/12/2024 13:04,3/13/2024 0:04,15,49.9,223.8,681.5,1686.5,2466.9,
3/12/2024 13:05,3/13/2024 0:05,15,46.8,208,681.8,1824,2711.5,
3/12/2024 13:06,3/13/2024 0:06,15,46.5,204.9,668.3,1810.2,2697.7,
